"Rank","Player","Year","Pos","Status","Team From","Team From To","YRS","Value","AAV","GTDAT SIGN","GTDPRACTICAL","YR-1 CAP","YR-1 CASH",""
"","Kenyon Martin","2011","PF","UFA","DEN","LAC","1","$2,500,000","$2,500,000","$0","$0","$0","$0",""
"","Earl Clark","2011","SF","UFA","ORL","ORL","2","$2,400,000","$1,200,000","$0","$0","$0","$0",""
"","Anthony Parker","2011","SG","UFA","CLE","CLE","1","$2,250,000","$2,250,000","$0","$0","$0","$0",""
"","Brandan Wright","2011","PF","UFA","NJN","DAL","2","$1,908,532","$954,266","$0","$0","$0","$0",""
"","Brian Scalabrine","2011","PF","UFA","CHI","CHI","1","$1,400,000","$1,400,000","$0","$0","$0","$0",""
"","Brian Cardinal","2011","PF","UFA","DAL","DAL","1","$1,400,000","$1,400,000","$0","$0","$0","$0",""
"","Juwan Howard","2011","PF","UFA","MIA","MIA","1","$1,400,000","$1,400,000","$0","$0","$0","$0",""
"","Mike Bibby","2011","PG","UFA","MIA","NYK","1","$1,352,181","$1,352,181","$0","$0","$854,389","$1,352,181",""
"","Jerry Stackhouse","2011","SF","UFA","ATL","ATL","1","$1,352,181","$1,352,181","$0","$0","$0","$0",""
"","Tony Battie","2011","PF","UFA","PHI","PHI","1","$1,352,181","$1,352,181","$0","$0","$0","$0",""
"","Jason Collins","2011","C","UFA","ATL","ATL","1","$1,352,181","$1,352,181","$0","$0","$0","$0",""
"","Tracy McGrady","2011","SG","UFA","DET","ATL","1","$1,352,181","$1,352,181","$0","$1,352,181","$0","$0",""
"","Hamed Haddadi","2011","C","RFA","MEM","MEM","1","$1,300,000","$1,300,000","$0","$0","$0","$0",""
"","Jared Jeffries","2011","PF","UFA","NYK","NYK","1","$1,229,255","$1,229,255","$0","$0","$0","$0",""
"","Sasha Pavlovic","2011","SG","UFA","BOS","BOS","1","$1,223,166","$1,223,166","$0","$0","$0","$0",""
"","Ronnie Price","2011","PG","UFA","UTA","PHX","1","$1,069,509","$1,069,509","$0","$0","$0","$0",""
"","Craig Smith","2011","PF","UFA","LAC","POR","1","$992,680","$992,680","$0","$0","$0","$0",""
"","Dominic McGuire","2011","SF","UFA","CHA","GSW","1","$915,852","$915,852","$0","$0","$0","$0",""
"","Josh Davis","2011","PF","UFA","MEM","MEM","1","$854,389","$854,389","$0","$0","$0","$0",""
"","Joel Przybilla","2011","C","UFA","CHA","POR","1","$655,616","$655,616","$0","$0","$0","$0",""
"","DeMarre Carroll","2011","SF","UFA","UTA","DEN","1","$537,438","$537,438","$0","$0","$0","$0",""
"","Yi Jianlian","2011","PF","UFA","WAS","DAL","1","$771","$771","$0","$0","$0","$0",""
"","Jeff Foster","2011","C","UFA","IND","IND","1","$3","$3","$0","$0","$0","$0",""
"","Troy Murphy","2011","PF","UFA","BOS","LAL","1","$1","$1","$0","$0","$0","$0",""
"","Maurice Evans","2011","SG","UFA","WAS","WAS","1","$1","$1","$0","$0","$0","$0",""
"","Earl Barron","2011","PF","UFA","GSW","GSW","0","$0","$0","$0","$0","$0","$0",""
"","Seth Tarver","2011","SG","UFA","POR","POR","0","$0","$0","$0","$0","$0","$0",""
"","Anthony Carter","2011","PG","UFA","NYK","TOR","0","$0","$0","$0","$0","$0","$0",""
"","Chris Johnson","2011","PF","RFA","POR","BOS","0","$0","$0","$0","$0","$0","$0",""
"","John Lucas III","2011","PG","UFA","CHI","CHI","0","$0","$0","$0","$0","$0","$0",""
"","Earl Watson","2011","PG","UFA","UTA","UTA","2","$0","$0","$0","$0","$0","$0",""
"","Dwight Buycks","2011","PG","UDFA","Marquette","PHX","0","$0","$0","$0","$0","$0","$0",""
"","Cameron Jones","2011","SG","UDFA","Northern Arizona","MIA","0","$0","$0","$0","$0","$0","$0",""
