"name","yearSeason","agePlayer","position","team","countGames","pctFG","pctFG3","pctFG2","pctEFG","pctFT","idPlayerNBA","minutesPerGame","fgmPerGame","fgaPerGame","fg3mPerGame","fg3aPerGame","fg2mPerGame","fg2aPerGame","ftmPerGame","ftaPerGame","orbPerGame","drbPerGame","trbPerGame","astPerGame","stlPerGame","blkPerGame","tovPerGame","pfPerGame","ptsPerGame","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals"
"Damyean Dotson",2020,25,"SG","NYK",48,0.414,0.362,0.48,0.516,0.667,1628422,17.4,2.5,6,1.2,3.4,1.3,2.6,0.5,0.7,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7,836,10.9,0.527,0.562,0.114,0.012,0.106,0.058,0.1,0.013,0.5,0.065,0.165,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.4,0.1,836,120,290,59,163,61,127,22,33,10,81,91,57,23,4,21,44,321
"PJ Dozier",2020,23,"SG","DEN",29,0.414,0.347,0.444,0.468,0.724,1628408,14.2,2.2,5.4,0.6,1.7,1.7,3.7,0.7,1,0.3,1.6,1.9,2.2,0.5,0.2,0.9,1.6,5.8,412,11.6,0.495,0.312,0.185,0.027,0.122,0.075,0.216,0.017,0.013,0.137,0.208,0,0.4,0.4,0.044,-2.5,-1.2,-3.8,-0.2,412,65,157,17,49,48,108,21,29,10,45,55,63,14,6,27,45,168
"Carsen Edwards",2020,21,"SG","BOS",37,0.328,0.316,0.346,0.422,0.684,1629035,9.5,1.1,3.5,0.6,2.1,0.5,1.4,0.4,0.5,0.2,1.1,1.3,0.6,0.3,0.1,0.4,0.9,3.3,351,6.9,0.444,0.594,0.148,0.019,0.124,0.072,0.093,0.017,0.011,0.099,0.184,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,351,42,128,24,76,18,52,13,19,6,41,47,24,12,4,15,34,121
"Wayne Ellington",2020,32,"SG","NYK",36,0.351,0.35,0.355,0.494,0.846,201961,15.5,1.7,4.8,1.4,4,0.3,0.9,0.3,0.4,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1,558,8.5,0.509,0.822,0.075,0.7,0.12,0.062,0.11,0.011,0.7,0.091,0.15,0.2,0.2,0.4,0.035,-1.9,-1,-2.9,-0.1,558,61,174,50,143,11,31,11,13,4,61,65,44,13,4,18,41,183
"Bryn Forbes",2020,26,"SG","SAS",63,0.417,0.388,0.47,0.544,0.833,1627854,25.1,3.8,9.2,2.3,6,1.5,3.2,1.2,1.4,0.2,1.8,2,1.7,0.5,0,0.9,1.8,11.2,1579,11.1,0.57,0.656,0.155,0.8,0.078,0.043,0.095,0.01,0,0.084,0.185,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,1579,242,581,148,381,94,200,75,90,12,114,126,108,33,0,57,113,707
"Melvin Frazier Jr.",2020,23,"SG","ORL",19,0.441,0.5,0.389,0.559,0.5,1628982,6.6,0.8,1.8,0.4,0.8,0.4,0.9,0.1,0.2,0.1,0.4,0.5,0.2,0.5,0.1,0.3,0.6,2.1,126,9.8,0.559,0.471,0.118,0.017,0.071,0.043,0.034,0.035,0.014,0.123,0.14,0,0.2,0.2,0.057,-3.5,1.2,-2.3,0,126,15,34,8,16,7,18,2,4,2,8,10,3,9,2,5,11,40
"Michael Frazier",2020,25,"SG","HOU",13,0.241,0.174,0.5,0.31,0.643,0,11.2,0.5,2.2,0.3,1.8,0.2,0.5,0.7,1.1,0.1,0.7,0.8,0.2,0.2,0,0.4,1.7,2.1,145,-0.9,0.384,0.793,0.483,0.7,0.066,0.036,0.017,0.6,0,0.125,0.115,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11,-0.3,145,7,29,4,23,3,6,9,14,1,9,10,2,2,0,5,22,27
"Langston Galloway",2020,28,"SG","DET",66,0.435,0.399,0.493,0.557,0.859,204038,25.8,3.6,8.2,2,5,1.6,3.2,1.1,1.3,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3,1702,12.3,0.584,0.611,0.157,0.022,0.078,0.05,0.088,0.014,0.5,0.065,0.159,2.4,0.7,3.1,0.087,0,-0.9,-0.8,0.5,1702,236,542,132,331,104,211,73,85,33,116,149,101,48,11,40,96,677
"Darius Garland",2020,20,"SG","CLE",59,0.401,0.355,0.434,0.476,0.875,1629636,30.9,4.7,11.8,1.8,5,3,6.8,1.1,1.2,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,12.3,1824,8.5,0.498,0.423,0.103,0.016,0.052,0.034,0.185,0.011,0.2,0.171,0.207,-1.3,0,-1.3,-0.034,-2.7,-2.8,-5.5,-1.7,1824,280,699,105,296,175,403,63,72,27,84,111,229,42,4,151,92,728
"Shai Gilgeous-Alexander",2020,21,"SG","OKC",70,0.471,0.347,0.512,0.514,0.807,1628983,34.7,6.8,14.5,1.2,3.6,5.6,10.9,4.1,5.1,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,19,2428,17.7,0.568,0.247,0.352,0.022,0.161,0.094,0.152,0.016,0.017,0.103,0.237,3.1,3,6.1,0.121,1.3,0.4,1.7,2.2,2428,478,1015,87,251,391,764,288,357,47,365,412,232,79,47,134,117,1331
"Jerian Grant",2020,27,"SG","WAS",6,0.37,0.25,0.421,0.407,0.714,1626170,13.3,1.7,4.5,0.3,1.3,1.3,3.2,0.8,1.2,0.3,0.7,1,1.5,0.2,0.2,0.5,1.8,4.5,80,6.6,0.449,0.296,0.259,0.026,0.057,0.041,0.153,0.6,0.011,0.091,0.172,0,0,0,-0.018,-4.5,-2,-6.5,-0.1,80,10,27,2,8,8,19,5,7,2,4,6,9,1,1,3,11,27
"Danny Green",2020,32,"SG","LAL",68,0.416,0.367,0.524,0.542,0.688,201980,24.8,2.9,7,1.8,4.8,1.1,2.2,0.5,0.7,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2,8,1687,10.8,0.552,0.69,0.101,0.033,0.112,0.073,0.071,0.024,0.017,0.113,0.139,0.8,2.5,3.4,0.096,-1.1,1.5,0.5,1.1,1687,197,474,120,327,77,147,33,48,51,174,225,91,85,32,63,136,547
"Javonte Green",2020,26,"SG","BOS",48,0.5,0.273,0.581,0.536,0.667,1629750,9.8,1.3,2.6,0.2,0.7,1.1,1.9,0.6,0.9,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9,3.4,468,13.1,0.564,0.262,0.333,0.056,0.156,0.106,0.077,0.025,0.016,0.137,0.153,0.4,0.8,1.1,0.113,-2.1,1.4,-0.7,0.2,468,63,126,9,33,54,93,28,42,24,69,93,26,24,8,23,43,163
"Marko Guduric",2020,24,"SG","MEM",44,0.395,0.301,0.5,0.475,0.923,1629741,11,1.4,3.6,0.6,1.9,0.8,1.7,0.5,0.6,0.3,1.3,1.7,1,0.3,0.2,0.8,0.8,3.9,484,8.8,0.514,0.529,0.166,0.031,0.126,0.079,0.123,0.012,0.014,0.176,0.176,-0.3,0.4,0.1,0.014,-2.7,-0.7,-3.4,-0.2,484,62,157,25,83,37,74,24,26,14,59,73,45,12,8,36,34,173
"Kyle Guy",2020,22,"SG","SAC",3,0.4,0,0.01,0.4,0,1629657,3.3,0.7,1.7,0,1,0.7,0.7,0,0,0,0.3,0.3,0.3,0,0,0,0.3,1.3,10,6.6,0.4,0.6,0,0,0.115,0.056,0.156,0,0,0,0.217,0,0,0,-0.045,-7.5,-4.8,-12.3,0,10,2,5,0,3,2,2,0,0,0,1,1,1,0,0,0,1,4
"Dusty Hannahs",2020,26,"SG","MEM",2,0.444,0.667,0.333,0.556,0.01,1628605,6.5,2,4.5,1,1.5,1,3,1,1,0,0.5,0.5,0,0,0,0,0.5,6,13,21.3,0.607,0.333,0.222,0,0.08,0.041,0,0,0,0,0.316,0,0,0,0.146,5.1,-2.1,3.1,0,13,4,9,2,3,2,6,2,2,0,1,1,0,0,0,0,1,12
"Tim Hardaway Jr.",2020,27,"SG","DAL",71,0.434,0.398,0.485,0.55,0.819,203501,29.5,5.4,12.5,2.9,7.2,2.5,5.2,2.1,2.6,0.4,2.9,3.3,1.9,0.6,0.1,1,1.8,15.8,2091,14.5,0.581,0.58,0.206,0.013,0.102,0.058,0.097,0.9,0.2,0.067,0.211,3.4,1.1,4.4,0.102,1.2,-1.4,-0.1,1,2091,384,884,204,513,180,371,149,182,25,207,232,137,41,5,69,125,1121
"James Harden",2020,30,"SG","HOU",68,0.444,0.355,0.556,0.543,0.865,201935,36.5,9.9,22.3,4.4,12.4,5.5,9.9,10.2,11.8,1,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3,2483,29.1,0.626,0.557,0.528,0.029,0.16,0.094,0.359,0.023,0.021,0.142,0.363,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3,2483,672,1514,299,843,373,671,692,800,70,376,446,512,125,60,308,227,2335
"Gary Harris",2020,25,"SG","DEN",56,0.42,0.333,0.479,0.487,0.815,203914,31.8,3.9,9.3,1.3,3.8,2.6,5.5,1.3,1.6,0.5,2.4,2.9,2.1,1.4,0.3,1.1,2.1,10.4,1780,9.7,0.519,0.405,0.177,0.016,0.086,0.051,0.089,0.021,0.7,0.097,0.151,0.5,1.4,1.9,0.052,-2.8,0.3,-2.5,-0.2,1780,218,519,70,210,148,309,75,92,26,137,163,118,76,14,60,116,581
"Shaquille Harrison",2020,26,"SG","CHI",43,0.467,0.381,0.496,0.515,0.78,1627885,11.3,1.8,3.8,0.4,1,1.4,2.9,0.9,1.2,0.5,1.5,2,1.1,0.8,0.4,0.4,1.3,4.9,484,17.8,0.559,0.255,0.303,0.048,0.153,0.098,0.153,0.034,0.037,0.092,0.181,0.7,0.8,1.5,0.153,0.4,2.4,2.8,0.6,484,77,165,16,42,61,123,39,50,22,64,86,49,34,19,19,55,209
"Tyler Herro",2020,20,"SG","MIA",55,0.428,0.389,0.462,0.52,0.87,1629639,27.4,4.9,11.5,2.1,5.4,2.8,6.1,1.6,1.8,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4,13.5,1508,12.5,0.55,0.472,0.158,0.012,0.149,0.083,0.127,0.011,0.6,0.114,0.223,0.2,1.3,1.6,0.05,-0.4,-1.2,-1.6,0.1,1508,270,631,116,298,154,333,87,100,16,208,224,121,34,9,87,76,743
"Buddy Hield",2020,27,"SG","SAC",72,0.429,0.394,0.479,0.545,0.846,1627741,30.8,6.9,16.1,3.8,9.6,3.2,6.6,1.6,1.9,0.8,3.8,4.6,3,0.9,0.2,2.3,2.3,19.2,2216,16,0.566,0.592,0.117,0.028,0.141,0.083,0.155,0.014,0.7,0.121,0.272,1.4,1.5,3,0.064,2.5,-1.4,1.1,1.7,2216,498,1162,271,688,227,474,115,136,57,271,328,213,66,17,168,165,1382
"Jrue Holiday",2020,29,"SG","NOP",61,0.455,0.353,0.509,0.516,0.709,201950,34.7,7.5,16.5,2,5.7,5.5,10.8,2.1,3,1.3,3.5,4.8,6.7,1.6,0.8,3,2.4,19.1,2117,17,0.537,0.344,0.181,0.038,0.109,0.073,0.291,0.022,0.019,0.145,0.245,2,1.9,3.9,0.088,1.6,0.2,1.8,2,2117,458,1006,122,346,336,660,129,182,77,216,293,408,99,48,184,145,1167
"Talen Horton-Tucker",2020,19,"SG","LAL",6,0.467,0.308,0.588,0.533,0.5,1629659,13.5,2.3,5,0.7,2.2,1.7,2.8,0.3,0.7,0.3,0.8,1.2,1,1.3,0.2,1,1.7,5.7,81,12.3,0.535,0.433,0.133,0.027,0.067,0.047,0.105,0.047,0.011,0.159,0.197,0,0.2,0.1,0.07,-4,2,-2.1,0,81,14,30,4,13,10,17,2,4,2,5,7,6,8,1,6,10,34
"Kevin Huerter",2020,21,"SG","ATL",56,0.413,0.38,0.453,0.517,0.828,1628989,31.4,4.5,10.9,2.3,6,2.2,4.9,0.9,1.1,0.6,3.4,4.1,3.8,0.9,0.5,1.6,2.5,12.2,1760,11.5,0.536,0.548,0.105,0.021,0.12,0.07,0.175,0.014,0.013,0.12,0.171,1,0.6,1.6,0.043,-0.7,-0.9,-1.6,0.2,1760,252,610,127,334,125,276,53,64,35,193,228,213,51,27,87,139,684
"DaQuan Jeffries",2020,22,"SG","SAC",13,0.5,0.278,0.682,0.563,0.833,1629610,10.8,1.5,3.1,0.4,1.4,1.2,1.7,0.4,0.5,0.2,1.2,1.4,0.5,0.3,0.1,0.2,1.5,3.8,141,11.2,0.586,0.45,0.15,0.023,0.123,0.072,0.071,0.014,0.7,0.045,0.137,0.2,0.1,0.3,0.1,-2.8,-1.1,-3.8,-0.1,141,20,40,5,18,15,22,5,6,3,15,18,7,4,1,2,19,50
"Ty Jerome",2020,22,"SG","PHO",31,0.336,0.28,0.381,0.398,0.75,1629660,10.6,1.2,3.6,0.5,1.6,0.8,2,0.4,0.5,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9,3.3,328,7.9,0.425,0.442,0.142,0.023,0.134,0.078,0.182,0.022,0.8,0.13,0.179,-0.3,0.3,0,-0.003,-3.9,0.1,-3.7,-0.1,328,38,113,14,50,24,63,12,16,7,39,46,44,15,3,18,29,102
"Luke Kennard",2020,23,"SG","DET",28,0.442,0.399,0.491,0.548,0.893,1628379,32.9,5.4,12.2,2.6,6.5,2.8,5.7,2.4,2.7,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,922,14.4,0.589,0.535,0.219,0.011,0.111,0.06,0.192,0.6,0.5,0.103,0.198,1.6,0.3,1.9,0.1,1.1,-1.4,-0.3,0.4,922,151,342,73,183,78,159,67,75,9,89,98,115,12,6,43,65,442
"Stanton Kidd",2020,27,"SG","UTA",4,0,0,0,0,0,1629742,3.8,0,0.8,0,0.3,0,0.5,0,0,0,0.8,0.8,0.3,0,0,0.5,0.8,0,15,-13.7,0,0.333,0,0,0.213,0.11,0.08,0,0,0.4,0.146,-0.1,0,-0.1,-0.327,-16.2,-1.4,-17.6,-0.1,15,0,3,0,1,0,2,0,0,0,3,3,1,0,0,2,3,0
"John Konchar",2020,23,"SG","MEM",19,0.649,0.5,0.704,0.716,0.5,1629723,9.5,1.3,1.9,0.3,0.5,1,1.4,0.1,0.1,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8,181,18,0.713,0.27,0.054,0.107,0.166,0.137,0.162,0.018,0.015,0.156,0.103,0.5,0.2,0.7,0.182,2.5,2,4.5,0.3,181,24,37,5,10,19,27,1,2,18,29,47,22,7,3,7,7,54
"Furkan Korkmaz",2020,22,"SG","PHI",72,0.43,0.402,0.478,0.557,0.755,1627788,21.7,3.4,7.8,2,4.9,1.4,2.9,1.1,1.4,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8,1559,12,0.579,0.632,0.181,0.013,0.106,0.06,0.073,0.013,0.9,0.088,0.184,1.4,1.4,2.8,0.085,-0.4,-1,-1.3,0.3,1559,242,563,143,356,99,207,77,102,18,150,168,79,41,16,59,98,704
"Jeremy Lamb",2020,27,"SG","IND",46,0.451,0.335,0.508,0.506,0.836,203087,28.1,4.7,10.4,1.2,3.4,3.5,7,2,2.4,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5,1291,14,0.547,0.33,0.23,0.021,0.148,0.085,0.105,0.021,0.015,0.087,0.196,0.9,1.8,2.7,0.099,-1.1,0.8,-0.4,0.5,1291,216,479,53,158,163,321,92,110,24,176,200,96,55,22,50,104,577
"Romeo Langford",2020,20,"SG","BOS",32,0.35,0.185,0.434,0.381,0.72,1629641,11.6,0.9,2.5,0.2,0.8,0.7,1.7,0.6,0.8,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1,2.5,370,5.4,0.434,0.338,0.313,0.044,0.074,0.059,0.045,0.01,0.02,0.108,0.118,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3,370,28,80,5,27,23,53,18,25,15,26,41,13,8,8,11,33,79
"Jalen Lecque",2020,19,"SG","PHO",5,0.4,0,0.667,0.4,0.01,1629665,6.4,0.8,2,0,0.8,0.8,1.2,0.4,0.4,0,0.4,0.4,0.4,0,0,0.4,0.6,2,32,2.7,0.46,0.4,0.2,0,0.07,0.035,0.086,0,0,0.155,0.171,0,0,0,-0.065,-6.6,-2.9,-9.5,-0.1,32,4,10,0,4,4,6,2,2,0,2,2,2,0,0,2,3,10
"Courtney Lee",2020,34,"SG","DAL",24,0.488,0.447,0.543,0.616,0.857,201584,14.4,1.7,3.4,0.9,2,0.8,1.5,0.3,0.3,0.3,1,1.3,0.5,0.8,0.3,0.5,1.4,4.5,345,10.8,0.629,0.573,0.085,0.022,0.075,0.049,0.047,0.025,0.015,0.114,0.119,0.3,0.3,0.7,0.092,-2.1,1.5,-0.6,0.1,345,40,82,21,47,19,35,6,7,7,25,32,12,18,6,11,33,107
"Damion Lee",2020,27,"SG","GSW",49,0.417,0.356,0.471,0.5,0.873,1627814,29,4.3,10.4,1.7,4.9,2.6,5.6,2.2,2.6,0.7,4.2,4.9,2.7,1,0.1,1.4,2.4,12.7,1423,12.7,0.548,0.468,0.247,0.024,0.163,0.091,0.144,0.017,0.4,0.106,0.19,0.9,0.8,1.7,0.058,-1.5,-0.8,-2.3,-0.1,1423,213,511,85,239,128,272,110,126,32,207,239,133,50,6,67,116,621
"Caris LeVert",2020,25,"SG","BRK",45,0.425,0.364,0.451,0.48,0.711,1627747,29.6,6.9,16.3,1.8,4.9,5.1,11.4,3.1,4.4,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8,18.7,1330,16.1,0.514,0.301,0.269,0.039,0.107,0.074,0.25,0.019,0.6,0.126,0.295,0.1,1.4,1.5,0.055,0.6,-0.9,-0.3,0.5,1330,311,732,80,220,231,512,140,197,49,140,189,199,53,10,118,81,842
"J.P. Macura",2020,24,"SG","CLE",1,0,0,0,0,0,1629122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022,-5.2,-1.2,-6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrison Mathews",2020,23,"SG","WAS",18,0.429,0.413,0.5,0.598,0.912,1629726,12.6,1.3,3.1,1.1,2.6,0.3,0.6,1.7,1.9,0.3,1,1.3,0.6,0.4,0.1,0.4,1.8,5.4,227,13.1,0.691,0.821,0.607,0.028,0.09,0.058,0.058,0.016,0.4,0.101,0.145,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1,227,24,56,19,46,5,10,31,34,6,18,24,10,8,1,8,32,98
"Wesley Matthews",2020,33,"SG","MIL",67,0.396,0.364,0.472,0.524,0.765,202083,24.4,2.5,6.3,1.6,4.4,0.9,1.9,0.8,1,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,1635,8.1,0.547,0.704,0.161,0.014,0.082,0.05,0.071,0.011,0.5,0.087,0.125,0.8,2.4,3.2,0.093,-2.6,0.7,-1.8,0.1,1635,167,422,108,297,59,125,52,68,22,144,166,92,38,9,43,103,494
"CJ McCollum",2020,28,"SG","POR",70,0.451,0.379,0.494,0.522,0.757,203468,36.5,8.7,19.4,2.8,7.3,6,12.1,2,2.6,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6,22.2,2556,17,0.541,0.378,0.136,0.019,0.102,0.061,0.191,0.01,0.014,0.081,0.259,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,2556,611,1356,194,512,417,844,140,185,46,251,297,310,54,42,127,183,1556
"Rodney McGruder",2020,28,"SG","LAC",56,0.398,0.27,0.522,0.464,0.559,203585,15.6,1.3,3.2,0.4,1.6,0.9,1.6,0.3,0.6,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3,871,6.7,0.477,0.492,0.188,0.036,0.142,0.09,0.053,0.014,0.8,0.109,0.106,-0.1,1.1,1,0.055,-3.7,0.8,-3,-0.2,871,72,181,24,89,48,92,19,34,29,122,151,36,26,8,24,74,187
"Shake Milton",2020,23,"SG","PHI",40,0.484,0.43,0.535,0.588,0.785,1629003,20.1,3.4,6.9,1.5,3.4,1.9,3.6,1.3,1.6,0.4,1.8,2.2,2.6,0.5,0.2,1.2,2.3,9.4,805,14.4,0.617,0.487,0.235,0.021,0.1,0.06,0.188,0.012,0.7,0.133,0.189,1.4,0.7,2.1,0.126,0,-1,-1,0.2,805,134,277,58,135,76,142,51,65,15,73,88,104,20,7,47,92,377
"Donovan Mitchell",2020,23,"SG","UTA",69,0.449,0.366,0.494,0.513,0.863,1628378,34.3,8.7,19.4,2.5,6.9,6.2,12.6,4,4.7,0.8,3.6,4.4,4.3,1,0.2,2.7,2.5,24,2364,18.8,0.558,0.352,0.24,0.026,0.113,0.071,0.216,0.014,0.5,0.11,0.308,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3,2364,602,1342,173,473,429,869,278,322,53,251,304,294,70,14,184,172,1655
"Naz Mitrou-Long",2020,26,"SG","IND",5,0.353,0.167,0.8,0.412,0,1628513,9.4,1.2,3.4,0.4,2.4,0.8,1,0,0,0,1.4,1.4,1.6,0.2,0.2,0.6,0.4,2.8,47,7.8,0.412,0.706,0,0,0.162,0.082,0.228,0.01,0.019,0.15,0.187,-0.1,0.1,0,-0.022,-3.5,2.1,-1.4,0,47,6,17,2,12,4,5,0,0,0,7,7,8,1,1,3,2,14
"Malik Monk",2020,21,"SG","CHO",55,0.434,0.284,0.542,0.494,0.82,1628370,21.3,3.9,8.9,1.1,3.7,2.8,5.2,1.5,1.8,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,1169,12.6,0.53,0.418,0.205,0.024,0.126,0.073,0.166,0.011,0.013,0.126,0.229,0.1,0.6,0.7,0.028,-1.1,-1.3,-2.3,-0.1,1169,212,488,58,204,154,284,82,100,27,130,157,114,25,16,77,74,564
"Matt Mooney",2020,23,"SG","CLE",4,0.25,0,0.5,0.25,0,1629760,4.8,0.3,1,0,0.5,0.3,0.5,0,0,0,0.8,0.8,0.3,0.5,0.3,0,0.3,0.5,19,8.1,0.25,0.5,0,0,0.177,0.088,0.067,0.051,0.045,0,0.09,0,0,0,0.007,-5.3,5,-0.4,0,19,1,4,0,2,1,2,0,0,0,3,3,1,2,1,0,1,2
"E'Twaun Moore",2020,30,"SG","NOP",56,0.426,0.377,0.456,0.498,0.689,202734,18.2,3.3,7.8,1.1,3,2.2,4.8,0.6,0.8,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,1020,11.3,0.51,0.382,0.103,0.032,0.104,0.068,0.11,0.015,0.9,0.081,0.199,0.3,0.7,0.9,0.043,-1.9,-0.8,-2.7,-0.2,1020,186,437,63,167,123,270,31,45,31,100,131,78,32,11,40,80,466
"Malik Newman",2020,22,"SG","CLE",1,0,0,0,0,0.01,1629005,4,0,2,0,1,0,1,2,2,0,0,0,0,0,0,1,0,2,4,-11.4,0.347,0.5,0.01,0,0,0,0,0,0,0.258,0.415,0,0,0,-0.502,-14.5,-11.2,-25.7,0,4,0,2,0,1,0,1,2,2,0,0,0,0,0,0,1,0,2
"Jaylen Nowell",2020,20,"SG","MIN",15,0.358,0.115,0.593,0.387,0.941,1629669,10.1,1.3,3.5,0.2,1.7,1.1,1.8,1.1,1.1,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8,151,10.5,0.471,0.491,0.321,0.02,0.073,0.045,0.178,0.9,0.6,0.047,0.173,0.1,0,0.2,0.051,-2.9,-0.8,-3.8,-0.1,151,19,53,3,26,16,27,16,17,3,10,13,19,3,1,3,11,57
"Josh Okogie",2020,21,"SG","MIN",62,0.427,0.266,0.529,0.479,0.796,1629006,25,2.7,6.4,0.7,2.5,2.1,3.9,2.5,3.1,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6,1547,11.5,0.553,0.387,0.48,0.057,0.128,0.091,0.089,0.02,0.014,0.153,0.151,0.9,1.2,2.2,0.068,-2.4,0,-2.4,-0.2,1547,170,398,41,154,129,244,152,191,87,181,268,99,68,26,87,139,533
"Victor Oladipo",2020,27,"SG","IND",19,0.394,0.317,0.451,0.461,0.814,203506,27.8,5.1,12.9,1.7,5.5,3.4,7.5,2.5,3.1,0.5,3.5,3.9,2.9,0.9,0.2,2.5,1.9,14.5,528,11.3,0.506,0.423,0.24,0.019,0.136,0.078,0.154,0.016,0.7,0.147,0.265,-0.6,0.6,0,0.002,-2.2,-1.1,-3.3,-0.2,528,97,246,33,104,64,142,48,59,9,66,75,56,17,4,47,36,275
"Cameron Payne",2020,25,"SG","PHO",8,0.485,0.517,0.462,0.596,0.857,1626166,22.9,4.1,8.5,1.9,3.6,2.3,4.9,0.8,0.9,0.5,3.4,3.9,3,1,0.3,1.4,2.5,10.9,183,15.7,0.612,0.426,0.103,0.024,0.166,0.094,0.195,0.021,0.01,0.134,0.191,0.3,0.2,0.5,0.12,0.7,1,1.7,0.2,183,33,68,15,29,18,39,6,7,4,27,31,24,8,2,11,20,87
"Theo Pinson",2020,24,"SG","BRK",33,0.29,0.188,0.4,0.339,0.938,1629033,11.1,1.4,4.7,0.5,2.4,0.9,2.3,0.5,0.5,0.3,1.3,1.6,1.7,0.5,0.1,1,1.1,3.6,365,5.2,0.37,0.516,0.103,0.029,0.122,0.077,0.217,0.022,0.9,0.169,0.223,-1,0.4,-0.6,-0.078,-6.8,-0.2,-7,-0.5,365,45,155,15,80,30,75,15,16,10,44,54,56,17,4,33,35,120
"Jordan Poole",2020,20,"SG","GSW",57,0.333,0.279,0.392,0.406,0.798,1629673,22.4,2.9,8.8,1.3,4.6,1.6,4.2,1.7,2.1,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,1274,7.2,0.454,0.528,0.237,0.7,0.096,0.05,0.158,0.013,0.7,0.118,0.211,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,1274,167,502,74,265,93,237,95,119,9,109,118,134,35,10,74,94,503
"Norman Powell",2020,26,"SG","TOR",52,0.495,0.399,0.575,0.586,0.843,1626181,28.4,5.7,11.5,2.1,5.3,3.6,6.3,2.5,2.9,0.5,3.2,3.7,1.8,1.2,0.4,1.5,2.1,16,1479,16.8,0.624,0.457,0.256,0.019,0.114,0.068,0.097,0.019,0.014,0.104,0.215,2.3,2.3,4.6,0.15,1.2,0.8,2,1.5,1479,296,598,109,273,187,325,129,153,26,164,190,91,60,21,77,108,830
"JJ Redick",2020,35,"SG","NOP",60,0.453,0.453,0.453,0.596,0.892,200755,26.4,4.8,10.5,3,6.6,1.8,3.9,2.8,3.1,0.2,2.4,2.5,2,0.3,0.2,1.3,1.6,15.3,1581,15.4,0.644,0.629,0.293,0.7,0.095,0.051,0.108,0.6,0.5,0.095,0.204,3.6,0.6,4.1,0.125,2.3,-1.7,0.7,1.1,1581,286,631,180,397,106,234,165,185,10,141,151,119,20,10,75,96,917
"Josh Richardson",2020,26,"SG","PHI",55,0.43,0.341,0.486,0.496,0.809,1626196,30.8,5.1,11.7,1.5,4.5,3.5,7.2,2.1,2.6,0.7,2.4,3.2,2.9,0.9,0.7,1.9,2.5,13.7,1693,12,0.533,0.385,0.218,0.027,0.087,0.057,0.139,0.015,0.018,0.128,0.206,0.5,1.7,2.1,0.061,-1.4,-0.4,-1.8,0.1,1693,278,646,85,249,193,397,114,141,41,133,174,162,52,36,104,136,755
