"name","yearSeason","agePlayer","position","team","countGames","pctFG","pctFG3","pctFG2","pctEFG","pctFT","idPlayerNBA","minutesPerGame","fgmPerGame","fgaPerGame","fg3mPerGame","fg3aPerGame","fg2mPerGame","fg2aPerGame","ftmPerGame","ftaPerGame","orbPerGame","drbPerGame","trbPerGame","astPerGame","stlPerGame","blkPerGame","tovPerGame","pfPerGame","ptsPerGame","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals"
"Boban Marjanovic",2016,27,"C","SAS",54,0.603,0,0.603,0.603,0.763,1626246,9.4,1.9,3.2,0,0,1.9,3.2,1.6,2.1,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1,5.5,508,27.7,0.662,0,0.655,0.169,0.262,0.217,0.066,0.012,0.035,0.115,0.228,2.3,1.2,3.4,0.325,3.9,0.4,4.3,0.8,508,105,174,0,0,105,174,87,114,73,121,194,21,12,23,29,54,297
"JaVale McGee",2016,28,"C","DAL",34,0.575,0,0.579,0.575,0.5,201580,10.9,2.3,3.9,0,0,2.3,3.9,0.5,1.1,1.6,2.4,3.9,0.1,0.1,0.8,0.6,1.4,5.1,370,19.9,0.574,0.007,0.269,0.158,0.237,0.197,0.015,0.7,0.059,0.123,0.211,0.6,0.5,1.1,0.146,-0.2,-0.2,-0.3,0.1,370,77,134,0,1,77,133,18,36,53,80,133,3,5,26,21,49,172
"Salah Mejri",2016,29,"C","DAL",34,0.628,0,0.636,0.628,0.587,1626257,11.7,1.4,2.3,0,0,1.4,2.3,0.8,1.4,1.2,2.4,3.6,0.3,0.2,1.1,0.7,1.6,3.7,397,16.8,0.636,0.013,0.59,0.114,0.226,0.17,0.039,0.01,0.076,0.19,0.14,0.6,0.7,1.3,0.156,-1.6,1.8,0.2,0.2,397,49,78,0,1,49,77,27,46,41,82,123,10,8,36,23,54,125
"Nazr Mohammed",2016,38,"C","OKC",5,0.6,0,0.6,0.6,0.01,1737,3.8,0.6,1,0,0,0.6,1,0.4,0.4,0.2,0.6,0.8,0,0,0,0.6,0.8,1.6,19,6,0.68,0,0.4,0.061,0.163,0.115,0,0,0,0.338,0.199,0,0,0,-0.009,-8.7,-3,-11.7,0,19,3,5,0,0,3,5,2,2,1,3,4,0,0,0,3,4,8
"Greg Monroe",2016,25,"C","MIL",79,0.522,0,0.522,0.522,0.74,202328,29.3,6.2,11.9,0,0,6.2,11.9,2.9,3.9,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,15.3,2314,21.8,0.562,0.001,0.327,0.109,0.234,0.172,0.132,0.016,0.025,0.107,0.235,5,2.4,7.5,0.155,2.7,-0.6,2.1,2.4,2314,491,941,0,1,491,940,228,308,218,478,696,178,72,67,129,163,1210
"Timofey Mozgov",2016,29,"C","CLE",76,0.565,0.143,0.574,0.567,0.716,202389,17.4,2.7,4.7,0,0.1,2.7,4.6,0.9,1.3,1.4,3,4.4,0.4,0.3,0.8,0.9,2.1,6.3,1326,14.6,0.593,0.019,0.265,0.095,0.192,0.144,0.039,0.9,0.035,0.15,0.161,1.8,1.9,3.7,0.133,-1.7,0.3,-1.4,0.2,1326,203,359,1,7,202,352,68,95,110,227,337,33,22,57,71,159,475
"Mike Muscala",2016,24,"C","ATL",60,0.5,0.308,0.566,0.539,0.795,203488,9.4,1.3,2.5,0.2,0.7,1.1,1.9,0.5,0.7,0.6,1.3,2,0.6,0.2,0.5,0.5,1.2,3.3,565,13.6,0.576,0.257,0.257,0.075,0.149,0.113,0.091,0.011,0.038,0.138,0.155,0.7,0.9,1.6,0.136,-2.1,1.2,-0.9,0.2,565,76,152,12,39,64,113,31,39,38,79,117,34,13,27,27,72,195
"Joakim Noah",2016,30,"C","CHI",29,0.383,0,0.386,0.383,0.489,201149,21.9,1.8,4.6,0,0,1.8,4.6,0.8,1.6,3,5.8,8.8,3.8,0.6,1,1.8,2.7,4.3,635,14.1,0.406,0.008,0.338,0.147,0.273,0.211,0.242,0.014,0.033,0.254,0.142,0,1.1,1.1,0.079,-1.5,3.1,1.6,0.6,635,51,133,0,1,51,132,22,45,87,168,255,110,18,29,52,77,124
"Nerlens Noel",2016,21,"C","PHI",67,0.521,0.5,0.521,0.522,0.59,203457,29.3,4.6,8.8,0,0,4.6,8.7,2,3.4,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1,1965,16.2,0.544,0.003,0.387,0.082,0.222,0.15,0.105,0.029,0.039,0.187,0.188,0.3,2.8,3,0.074,-1.7,1.5,-0.2,0.9,1965,306,587,1,2,305,585,134,227,154,388,542,122,118,100,158,192,747
"Lucas Nogueira",2016,23,"C","TOR",29,0.636,0.333,0.659,0.648,0.533,203512,7.8,1,1.5,0,0.1,0.9,1.4,0.3,0.5,0.6,1,1.6,0.2,0.4,0.4,0.4,1,2.2,225,15.6,0.642,0.068,0.341,0.093,0.14,0.117,0.049,0.028,0.044,0.179,0.124,0.3,0.4,0.7,0.154,-1.7,1.7,0,0.1,225,28,44,1,3,27,41,8,15,18,28,46,7,12,12,11,29,65
"Jusuf Nurkic",2016,21,"C","DEN",32,0.417,0,0.423,0.417,0.616,203994,17.1,3.2,7.6,0,0.1,3.2,7.5,1.9,3.1,2,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2,547,15.9,0.46,0.012,0.409,0.129,0.227,0.177,0.123,0.022,0.065,0.161,0.272,-0.5,0.9,0.4,0.031,-3.6,0.7,-2.9,-0.1,547,101,242,0,3,101,239,61,99,65,110,175,40,24,44,55,91,263
"Jahlil Okafor",2016,20,"C","PHI",53,0.508,0.167,0.511,0.509,0.686,1626143,30,7.5,14.7,0,0.1,7.5,14.6,2.5,3.7,2.3,4.7,7,1.2,0.4,1.2,2.3,2.6,17.5,1591,17.1,0.536,0.008,0.248,0.081,0.178,0.128,0.082,0.7,0.029,0.125,0.273,0.3,0.9,1.2,0.037,-0.5,-1.8,-2.3,-0.1,1591,397,781,1,6,396,775,133,194,122,251,373,65,22,61,124,140,928
"Kelly Olynyk",2016,24,"C","BOS",69,0.455,0.405,0.486,0.531,0.75,203482,20.2,3.7,8.1,1.2,3,2.4,5,1.4,1.9,1,3,4.1,1.5,0.8,0.5,1.1,2.4,10,1395,16.3,0.561,0.378,0.23,0.054,0.162,0.107,0.119,0.018,0.018,0.108,0.209,2.1,2,4.1,0.141,1.2,0.8,1.9,1.4,1395,253,556,85,210,168,346,96,128,72,209,281,105,52,33,74,163,687
"Zaza Pachulia",2016,31,"C","DAL",76,0.466,0,0.469,0.466,0.768,2585,26.4,2.9,6.2,0,0,2.9,6.1,2.8,3.6,3.3,6.2,9.4,1.7,0.8,0.3,1.6,2.4,8.6,2004,16.2,0.55,0.006,0.587,0.137,0.257,0.197,0.097,0.016,0.9,0.168,0.162,3.4,2.7,6,0.145,-0.3,0.1,-0.2,0.9,2004,219,470,0,3,219,467,212,276,249,469,718,128,64,22,119,181,650
"Nikola Pekovic",2016,30,"C","MIN",12,0.38,0,0.38,0.38,0.8,201593,13,1.6,4.2,0,0,1.6,4.2,1.3,1.7,0.6,1.2,1.8,0.9,0.1,0,0.8,1.8,4.5,156,6.5,0.459,0,0.4,0.053,0.103,0.078,0.107,0.3,0,0.133,0.195,-0.1,0,-0.1,-0.022,-5.1,-2.8,-7.9,-0.2,156,19,50,0,0,19,50,16,20,7,14,21,11,1,0,9,22,54
"Kendrick Perkins",2016,31,"C","NOP",37,0.533,0,0.533,0.533,0.44,2570,14.6,1.1,2,0,0,1.1,2,0.3,0.7,0.7,2.8,3.5,0.8,0.3,0.3,1.1,1.7,2.5,542,6,0.529,0,0.333,0.049,0.218,0.131,0.079,0.01,0.017,0.323,0.104,-0.4,0.4,-0.1,-0.007,-5.2,0.2,-5,-0.4,542,40,75,0,0,40,75,11,25,25,103,128,31,11,11,41,64,91
"Tibor Pleiss",2016,26,"C","UTA",12,0.44,0,0.478,0.44,0.01,202353,6.8,0.9,2.1,0,0.2,0.9,1.9,0.2,0.2,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2,82,3.5,0.464,0.08,0.08,0.086,0.128,0.107,0.04,0.6,0.021,0.236,0.191,-0.2,0.1,-0.1,-0.041,-10,-1.6,-11.6,-0.2,82,11,25,0,2,11,23,2,2,6,9,15,2,1,2,8,19,24
"Mason Plumlee",2016,25,"C","POR",82,0.516,0,0.52,0.516,0.642,203486,25.4,3.3,6.3,0,0,3.3,6.3,2.6,4.1,2.5,5.2,7.7,2.8,0.8,1,1.9,3.1,9.1,2084,17.2,0.564,0.008,0.648,0.104,0.222,0.163,0.162,0.016,0.032,0.188,0.171,3.4,2.7,6.1,0.14,0,1.6,1.5,1.9,2084,267,517,0,4,267,513,215,335,201,427,628,226,68,85,154,253,749
"Miles Plumlee",2016,27,"C","MIL",61,0.601,0,0.601,0.601,0.576,203101,14.3,2.3,3.8,0,0,2.3,3.8,0.6,1,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1,870,17.4,0.606,0,0.253,0.125,0.18,0.152,0.029,0.012,0.049,0.134,0.155,1.4,0.8,2.2,0.124,-0.2,-1.3,-1.5,0.1,870,140,233,0,0,140,233,34,59,94,138,232,16,21,50,40,73,314
"Willie Reed",2016,25,"C","BRK",39,0.571,0,0.571,0.571,0.545,203186,10.9,1.9,3.4,0,0,1.9,3.4,0.8,1.4,1.3,1.9,3.1,0.3,0.2,0.8,0.4,1.2,4.7,426,19.2,0.579,0,0.414,0.127,0.196,0.161,0.038,0.7,0.057,0.092,0.181,0.9,0.3,1.2,0.134,0.4,-0.9,-0.5,0.2,426,76,133,0,0,76,133,30,55,49,73,122,10,6,30,16,47,182
"Robert Sacre",2016,26,"C","LAL",25,0.413,0,0.413,0.413,0.658,203135,12.8,1.2,3,0,0,1.2,3,1,1.5,1.3,1.6,2.9,0.6,0.2,0.4,0.5,1.7,3.5,320,10.4,0.474,0,0.507,0.104,0.139,0.121,0.069,0.6,0.025,0.116,0.143,0.2,0.1,0.3,0.04,-3.3,-1.3,-4.6,-0.2,320,31,75,0,0,31,75,25,38,32,40,72,14,4,10,12,43,87
"Kevin Seraphin",2016,26,"C","NYK",48,0.41,0,0.414,0.41,0.826,202338,11,1.8,4.3,0,0,1.8,4.2,0.4,0.5,0.6,2,2.6,1,0.2,0.8,0.9,1.4,3.9,526,10.8,0.435,0.01,0.112,0.065,0.195,0.131,0.148,0.8,0.052,0.167,0.222,-0.8,0.7,-0.2,-0.015,-4.4,0.6,-3.8,-0.2,526,84,205,0,2,84,203,19,23,31,95,126,47,8,36,43,67,187
"Henry Sims",2016,25,"C","BRK",14,0.429,0,0.429,0.429,0.833,203156,18.8,2.4,5.5,0,0,2.4,5.5,1.8,2.1,1.5,3.6,5.1,0.6,0.6,1,0.9,2.6,6.5,263,13.9,0.504,0,0.39,0.088,0.222,0.154,0.051,0.017,0.043,0.117,0.173,0.2,0.3,0.4,0.079,-3.5,-0.8,-4.3,-0.2,263,33,77,0,0,33,77,25,30,21,51,72,9,9,14,12,37,91
"Jason Smith",2016,29,"C","ORL",76,0.485,0.25,0.493,0.489,0.806,201160,15.5,3.2,6.6,0.1,0.2,3.2,6.4,0.7,0.9,0.7,2.2,2.9,0.8,0.4,0.9,0.8,2.1,7.2,1181,14.6,0.513,0.032,0.133,0.049,0.158,0.103,0.086,0.014,0.046,0.097,0.221,0.4,1.4,1.8,0.072,-2.5,0.3,-2.2,-0.1,1181,244,503,4,16,240,487,54,67,53,166,219,62,33,65,57,163,546
"Marreese Speights",2016,28,"C","GSW",72,0.432,0.387,0.439,0.458,0.825,201578,11.6,2.7,6.3,0.3,0.9,2.4,5.5,1.3,1.6,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,7.1,832,17.1,0.506,0.136,0.25,0.106,0.198,0.155,0.114,0.011,0.03,0.115,0.297,0.5,1.2,1.8,0.102,-2.3,-1.5,-3.7,-0.4,832,197,456,24,62,173,394,94,114,77,162,239,61,19,34,66,117,512
"Tiago Splitter",2016,31,"C","ATL",36,0.523,0,0.529,0.523,0.813,201168,16.1,2.3,4.3,0,0.1,2.3,4.3,1.1,1.3,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2,5.6,579,13.7,0.571,0.013,0.31,0.087,0.138,0.113,0.079,0.017,0.016,0.12,0.155,0.9,0.9,1.7,0.144,-2.2,0.5,-1.7,0,579,81,155,0,2,81,153,39,48,45,75,120,30,20,12,24,71,201
"Amar'e Stoudemire",2016,33,"C","MIA",52,0.566,0,0.566,0.566,0.746,2405,14.7,2.4,4.3,0,0,2.4,4.3,1,1.3,1.3,3,4.3,0.5,0.3,0.8,0.9,1.8,5.8,762,17.3,0.599,0,0.303,0.1,0.226,0.165,0.056,0.012,0.041,0.158,0.178,1.1,1.3,2.4,0.15,-1.3,0.6,-0.6,0.3,762,125,221,0,0,125,221,50,67,65,157,222,27,18,41,47,92,300
"Edy Tavares",2016,23,"C","ATL",11,0.579,0,0.579,0.579,0.375,204002,6.6,1,1.7,0,0,1,1.7,0.3,0.7,0.6,1.3,1.9,0.3,0.1,0.5,0.5,0.7,2.3,73,14.4,0.555,0,0.421,0.107,0.205,0.157,0.063,0.7,0.065,0.182,0.169,0,0.1,0.2,0.106,-2.9,1.1,-1.8,0,73,11,19,0,0,11,19,3,8,7,14,21,3,1,6,5,8,25
"Karl-Anthony Towns",2016,20,"C","MIN",82,0.542,0.341,0.559,0.555,0.811,1626157,32,7.6,14.1,0.4,1.1,7.3,13,2.7,3.4,2.8,7.7,10.5,2,0.7,1.7,2.2,3,18.3,2627,22.5,0.59,0.076,0.239,0.103,0.275,0.19,0.113,0.011,0.043,0.126,0.249,5.5,2.8,8.3,0.151,2.5,-0.4,2.2,2.7,2627,625,1153,30,88,595,1065,223,275,229,629,858,161,58,138,183,245,1503
"Myles Turner",2016,19,"C","IND",60,0.498,0.214,0.506,0.501,0.727,1626167,22.8,4.4,8.8,0.1,0.2,4.4,8.6,1.5,2,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3,1367,15.4,0.531,0.026,0.228,0.055,0.21,0.133,0.05,0.9,0.051,0.103,0.209,0.8,2.3,3.1,0.109,-2.2,0.6,-1.6,0.1,1367,264,530,3,14,261,516,88,121,68,264,332,41,25,86,67,158,619
"Jonas Valanciunas",2016,23,"C","TOR",60,0.565,0,0.565,0.565,0.761,202685,26,5.1,8.9,0,0,5.1,8.9,2.7,3.6,3.1,6.1,9.1,0.7,0.4,1.3,1.4,2.6,12.8,1557,22.6,0.61,0,0.397,0.138,0.263,0.201,0.048,0.8,0.042,0.119,0.209,4.5,2.4,6.9,0.211,2.1,-0.5,1.7,1.4,1557,303,536,0,0,303,536,162,213,184,363,547,42,25,80,85,158,768
"Nikola Vucevic",2016,25,"C","ORL",65,0.51,0.222,0.512,0.511,0.753,202696,31.3,8.2,16.1,0,0.1,8.2,16,1.7,2.3,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,18.2,2037,21.1,0.531,0.009,0.143,0.093,0.222,0.157,0.159,0.013,0.028,0.1,0.268,2.8,2.4,5.2,0.122,1.9,0,1.9,2,2037,533,1046,2,9,531,1037,113,150,174,402,576,179,53,70,123,173,1181
"Hassan Whiteside",2016,26,"C","MIA",73,0.606,0,0.606,0.606,0.65,202355,29.1,5.7,9.3,0,0,5.7,9.3,2.9,4.5,3.3,8.6,11.8,0.4,0.6,3.7,1.9,2.8,14.2,2125,25.6,0.629,0,0.482,0.131,0.324,0.231,0.024,0.011,0.097,0.142,0.207,5,5.3,10.3,0.233,1.7,2.4,4.1,3.3,2125,413,682,0,0,413,682,214,329,238,627,865,30,44,269,137,201,1040
"Jeff Withey",2016,25,"C","UTA",51,0.537,0,0.544,0.537,0.729,203481,12.9,1.7,3.2,0,0,1.7,3.1,0.8,1.2,1.1,2.3,3.4,0.4,0.4,1,0.5,1.5,4.3,658,17.7,0.577,0.012,0.364,0.1,0.207,0.154,0.05,0.017,0.068,0.13,0.151,1.1,1.3,2.3,0.171,-1,2,1,0.5,658,87,162,0,2,87,160,43,59,56,117,173,20,21,53,28,75,217
"Cody Zeller",2016,23,"C","CHO",73,0.529,0.1,0.539,0.53,0.754,203469,24.3,3.2,6,0,0.1,3.2,5.8,2.4,3.2,1.9,4.3,6.2,1,0.8,0.9,0.9,2.8,8.7,1774,16.1,0.592,0.023,0.531,0.084,0.197,0.14,0.063,0.016,0.029,0.112,0.154,3.6,2.7,6.3,0.169,-1.1,1,-0.1,0.9,1774,231,437,1,10,230,427,175,232,138,317,455,71,57,63,68,204,638
"Tyler Zeller",2016,26,"C","BOS",60,0.476,0,0.476,0.476,0.815,203092,11.8,2.3,4.8,0,0,2.3,4.8,1.5,1.8,1,1.9,3,0.5,0.2,0.4,0.8,1.6,6.1,710,15.4,0.539,0,0.372,0.091,0.176,0.133,0.066,0.7,0.024,0.12,0.23,0.8,0.9,1.7,0.114,-2.1,-1.2,-3.3,-0.2,710,138,290,0,0,138,290,88,108,62,116,178,29,10,22,46,97,364
"Steven Adams",2017,23,"C","OKC",80,0.571,0,0.572,0.571,0.611,203500,29.9,4.7,8.2,0,0,4.7,8.2,2,3.2,3.5,4.2,7.7,1.1,1.1,1,1.8,2.4,11.3,2389,16.5,0.589,0.002,0.392,0.13,0.154,0.142,0.054,0.018,0.026,0.16,0.162,3.3,3.1,6.5,0.13,-0.2,0,-0.2,1.1,2389,374,655,0,1,374,654,157,257,281,332,613,86,89,78,146,195,905
"Alexis Ajinca",2017,28,"C","NOP",39,0.5,0,0.511,0.5,0.725,201582,15,2.3,4.6,0,0.1,2.3,4.5,0.7,1,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2,5.3,584,12.9,0.529,0.022,0.225,0.083,0.238,0.16,0.031,0.017,0.031,0.137,0.172,0,0.9,1,0.08,-4,0.7,-3.3,-0.2,584,89,178,0,4,89,174,29,40,46,131,177,12,20,22,31,77,207
"Cole Aldrich",2017,28,"C","MIN",62,0.523,0,0.523,0.523,0.682,202332,8.6,0.7,1.4,0,0,0.7,1.4,0.2,0.4,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,531,12.7,0.549,0,0.256,0.11,0.239,0.174,0.064,0.024,0.037,0.151,0.094,0.6,0.7,1.3,0.116,-2.3,1.5,-0.8,0.2,531,45,86,0,0,45,86,15,22,51,107,158,25,25,23,17,85,105
"Chris Andersen",2017,38,"C","CLE",12,0.409,0,0.474,0.409,0.714,2365,9.5,0.8,1.8,0,0.3,0.8,1.6,0.8,1.2,0.8,1.8,2.6,0.4,0.4,0.6,0.4,1.7,2.3,114,11.6,0.497,0.136,0.636,0.09,0.206,0.15,0.059,0.022,0.05,0.151,0.13,0.1,0.2,0.2,0.102,-4.7,2.2,-2.5,0,114,9,22,0,3,9,19,10,14,9,22,31,5,5,7,5,20,28
"Joel Anthony",2017,34,"C","SAS",19,0.625,0,0.625,0.625,0.625,201202,6.4,0.5,0.8,0,0,0.5,0.8,0.3,0.4,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3,122,11.6,0.64,0,0.5,0.076,0.209,0.144,0.034,0.8,0.04,0.17,0.087,0.1,0.2,0.4,0.141,-3.5,1.4,-2.1,0,122,10,16,0,0,10,16,5,8,8,23,31,3,2,6,4,11,25
"Omer Asik",2017,30,"C","NOP",31,0.477,0,0.477,0.477,0.59,201600,15.5,1,2.1,0,0,1,2.1,0.7,1.3,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7,482,9.8,0.517,0,0.6,0.104,0.253,0.178,0.042,0.5,0.017,0.146,0.088,0.4,0.6,1,0.1,-3.6,-0.1,-3.7,-0.2,482,31,65,0,0,31,65,23,39,48,115,163,15,5,10,14,51,85
"Aron Baynes",2017,30,"C","DET",75,0.513,0,0.513,0.513,0.84,203382,15.5,1.9,3.7,0,0,1.9,3.7,1.1,1.3,1.5,3,4.4,0.4,0.2,0.5,0.7,2.2,4.9,1163,13.1,0.57,0,0.337,0.1,0.216,0.156,0.039,0.7,0.028,0.135,0.141,1.4,1.5,3,0.123,-3.2,0.5,-2.7,-0.2,1163,143,279,0,0,143,279,79,94,111,222,333,32,17,39,50,166,365
"Bismack Biyombo",2017,24,"C","ORL",81,0.528,0,0.528,0.528,0.534,202687,22.1,2.2,4.2,0,0,2.2,4.2,1.5,2.9,1.9,5.1,7,0.9,0.3,1.1,1.2,2.5,6,1793,12.2,0.546,0,0.69,0.093,0.256,0.172,0.06,0.7,0.041,0.177,0.132,0.8,2.1,2.9,0.077,-3.4,0.2,-3.2,-0.6,1793,179,339,0,0,179,339,125,234,157,410,567,74,25,91,95,202,483
"Tarik Black",2017,25,"C","LAL",67,0.51,0.5,0.51,0.512,0.752,204028,16.3,2.2,4.4,0,0,2.2,4.4,1.2,1.6,2.1,3,5.1,0.6,0.4,0.7,0.9,2.6,5.7,1091,15,0.56,0.007,0.371,0.139,0.207,0.172,0.053,0.013,0.033,0.145,0.157,1.5,0.8,2.4,0.105,-2.3,-0.9,-3.2,-0.3,1091,150,294,1,2,149,292,82,109,144,199,343,39,29,44,58,173,383
"Clint Capela",2017,22,"C","HOU",65,0.643,0,0.643,0.643,0.531,203991,23.9,5.6,8.7,0,0,5.6,8.7,1.4,2.7,2.7,5.4,8.1,1,0.5,1.2,1.3,2.8,12.6,1551,21.4,0.638,0,0.314,0.125,0.245,0.185,0.067,0.011,0.041,0.12,0.199,3.8,2.1,5.9,0.184,1.3,-0.1,1.2,1.2,1551,362,563,0,0,362,563,94,177,178,348,526,63,34,79,87,179,818
"Willie Cauley-Stein",2017,23,"C","SAC",75,0.53,0,0.532,0.53,0.669,1626161,18.9,3.4,6.4,0,0,3.4,6.4,1.3,2,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2,8.1,1421,16.3,0.558,0.004,0.314,0.07,0.204,0.138,0.094,0.019,0.028,0.112,0.197,1.4,1.5,2.9,0.1,-1.2,0.2,-1,0.3,1421,255,481,0,2,255,479,101,151,85,254,339,80,53,44,69,147,611
"Tyson Chandler",2017,34,"C","PHO",47,0.671,0,0.671,0.671,0.734,2199,27.6,3.3,4.9,0,0,3.3,4.9,1.9,2.6,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,1298,16.6,0.703,0,0.544,0.125,0.332,0.226,0.033,0.012,0.015,0.187,0.112,2.7,1.3,4.1,0.151,0.7,-0.3,0.3,0.8,1298,153,228,0,0,153,228,91,124,153,386,539,30,33,24,65,126,397
"Anthony Davis",2017,23,"C","NOP",75,0.505,0.299,0.524,0.518,0.802,203076,36.1,10.3,20.3,0.5,1.8,9.7,18.6,6.9,8.6,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28,2708,27.5,0.58,0.088,0.424,0.067,0.279,0.172,0.111,0.017,0.051,0.091,0.326,5.9,5.1,11,0.195,4.4,1.4,5.9,5.4,2708,770,1526,40,134,730,1392,519,647,172,712,884,157,94,167,181,168,2099
"Deyonta Davis",2017,20,"C","MEM",36,0.511,0,0.511,0.511,0.556,1627738,6.6,0.7,1.3,0,0,0.7,1.3,0.3,0.5,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,1.6,238,10.6,0.528,0,0.383,0.093,0.198,0.144,0.013,0.7,0.068,0.127,0.12,0.1,0.4,0.5,0.097,-5,0.4,-4.6,-0.2,238,24,47,0,0,24,47,10,18,20,40,60,2,3,17,8,40,58
"Dewayne Dedmon",2017,27,"C","SAS",76,0.622,0,0.622,0.622,0.699,203473,17.5,2.1,3.4,0,0,2.1,3.4,0.9,1.2,1.7,4.8,6.5,0.6,0.5,0.8,0.8,2.4,5.1,1330,16,0.645,0,0.359,0.112,0.306,0.211,0.048,0.014,0.037,0.169,0.123,2.3,3,5.2,0.189,-1.4,2,0.6,0.9,1330,161,259,0,0,161,259,65,93,129,367,496,44,37,61,61,180,387
"Andre Drummond",2017,23,"C","DET",81,0.53,0.286,0.532,0.531,0.386,203083,29.7,6,11.2,0,0.1,5.9,11.2,1.7,4.4,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,2409,20.9,0.518,0.008,0.39,0.151,0.362,0.252,0.06,0.026,0.031,0.125,0.224,1.4,5.3,6.7,0.133,0.1,0.8,1,1.8,2409,483,911,2,7,481,904,137,355,345,770,1115,90,124,89,152,237,1105
"Joel Embiid",2017,22,"C","PHI",31,0.466,0.367,0.495,0.508,0.783,203954,25.4,6.5,13.8,1.2,3.2,5.3,10.7,6.2,7.9,2,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,786,24.1,0.584,0.228,0.569,0.085,0.256,0.17,0.16,0.017,0.077,0.179,0.36,0.5,1.5,1.9,0.117,1.9,2.7,4.5,1.3,786,200,429,36,98,164,331,191,244,61,182,243,66,27,76,117,112,627
"Cristiano Felicio",2017,24,"C","CHI",66,0.579,0,0.579,0.579,0.645,1626245,15.8,1.9,3.3,0,0,1.9,3.3,0.9,1.4,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,4.8,1040,15.3,0.603,0,0.421,0.128,0.195,0.161,0.057,0.012,0.013,0.112,0.124,2.1,1.3,3.4,0.158,-0.6,-0.1,-0.7,0.3,1040,128,221,0,0,128,221,60,93,124,187,311,40,25,17,33,110,316
"Enes Freedom",2017,24,"C","OKC",72,0.545,0.132,0.568,0.549,0.786,202683,21.3,5.6,10.2,0.1,0.5,5.5,9.7,3.1,4,2.7,4,6.7,0.9,0.4,0.5,1.7,2.1,14.3,1533,23.7,0.599,0.052,0.387,0.141,0.208,0.174,0.079,0.01,0.02,0.125,0.273,4,1.8,5.8,0.183,3,-1.3,1.7,1.4,1533,402,737,5,38,397,699,224,285,195,287,482,67,32,38,123,154,1033
"Channing Frye",2017,33,"C","CLE",74,0.458,0.409,0.546,0.589,0.851,101112,18.9,3.2,7,1.9,4.5,1.4,2.5,0.9,1,0.5,3.4,3.9,0.6,0.4,0.5,0.7,1.9,9.1,1398,15.6,0.612,0.644,0.142,0.03,0.193,0.114,0.049,0.012,0.021,0.088,0.193,2.3,1.4,3.7,0.125,1.4,-0.4,1,1.1,1398,238,520,137,335,101,185,63,74,37,253,290,45,33,37,53,138,676
"Marc Gasol",2017,32,"C","MEM",74,0.459,0.388,0.48,0.503,0.837,201188,34.2,7.2,15.7,1.4,3.6,5.8,12.1,3.8,4.5,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,2531,20.3,0.554,0.231,0.286,0.026,0.188,0.105,0.248,0.014,0.037,0.113,0.264,4.2,3.5,7.7,0.145,3.8,1.4,5.2,4.6,2531,532,1160,104,268,428,892,278,332,60,404,464,338,67,99,166,171,1446
"Pau Gasol",2017,36,"C","SAS",64,0.502,0.538,0.494,0.548,0.707,2200,25.4,4.7,9.4,0.9,1.6,3.9,7.8,2,2.9,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,1627,20.2,0.578,0.172,0.305,0.076,0.268,0.174,0.147,0.8,0.035,0.106,0.213,3.3,3.1,6.4,0.19,2.6,1.5,4,2.5,1627,303,604,56,104,247,500,130,184,107,394,501,150,24,70,81,110,792
